run_id,status,batch_size,sample_ids,input_lens,output_lens,max_input_len,max_output_len,max_n_generated,batch_ttft_ms,batch_e2e_ms,error
0,OK,1,[4003],[2619],[300],2619,300,300,,857.742,
1,OK,1,[6171],[473],[72],473,72,72,,200.379,
2,OK,1,[9237],[3],[87],3,87,87,,241.439,
3,OK,1,[8023],[11],[138],11,138,138,,378.728,
4,OK,1,[8],[42],[27],42,27,27,,75.534,
5,OK,1,[3781],[22],[285],22,285,285,,814.084,
6,OK,1,[3819],[52],[154],52,154,154,,435.051,
7,OK,1,[1627],[391],[439],391,439,439,,1235.131,
8,OK,1,[4109],[26],[171],26,171,171,,473.383,
9,OK,1,[9009],[11],[44],11,44,44,,121.732,
10,OK,1,[7641],[24],[332],24,332,332,,908.675,
11,OK,1,[9766],[19],[165],19,165,165,,456.672,
12,OK,1,[9680],[8],[236],8,236,236,,668.955,
13,OK,1,[957],[41],[611],41,611,611,,1722.847,
14,OK,1,[593],[1025],[152],1025,152,152,,424.746,
15,OK,1,[688],[55],[529],55,529,529,,1434.066,
16,OK,1,[9710],[39],[768],39,768,768,,2089.556,
17,OK,1,[9343],[14],[139],14,139,139,,378.399,
18,OK,1,[5863],[7],[334],7,334,334,,907.32,
19,OK,1,[4897],[3389],[107],3389,107,107,,324.531,
20,OK,1,[9075],[221],[767],221,767,767,,2090.314,
21,OK,1,[251],[1300],[277],1300,277,277,,761.621,
22,OK,1,[5671],[18],[648],18,648,648,,1749.915,
23,OK,1,[6681],[13],[250],13,250,250,,677.902,
24,OK,1,[1452],[229],[115],229,115,115,,313.348,
25,OK,1,[4762],[138],[224],138,224,224,,607.325,
26,OK,1,[6446],[9],[104],9,104,104,,283.387,
27,OK,1,[2706],[7],[47],7,47,47,,129.236,
28,OK,1,[8328],[18],[104],18,104,104,,284.045,
29,OK,1,[6759],[1853],[306],1853,306,306,,842.574,
30,OK,1,[9435],[19],[227],19,227,227,,616.771,
31,OK,1,[9584],[25],[226],25,226,226,,616.744,
32,OK,1,[464],[79],[451],79,451,451,,1249.67,
33,OK,1,[2840],[42],[257],42,257,257,,695.853,
34,OK,1,[7847],[13],[19],13,19,19,,54.725,
35,OK,1,[5796],[570],[184],570,184,184,,501.306,
36,OK,1,[8404],[47],[164],47,164,164,,445.715,
37,OK,1,[8505],[136],[125],136,125,125,,348.215,
38,OK,1,[8566],[4],[245],4,245,245,,685.476,
39,OK,1,[9965],[20],[126],20,126,126,,354.929,
40,OK,1,[5910],[10],[320],10,320,320,,897.923,
41,OK,1,[1003],[1784],[150],1784,150,150,,434.738,
42,OK,1,[5031],[18],[237],18,237,237,,666.278,
43,OK,1,[9264],[13],[198],13,198,198,,555.042,
44,OK,1,[78],[72],[373],72,373,373,,1043.361,
45,OK,1,[1245],[11],[390],11,390,390,,1095.414,
46,OK,1,[5405],[22],[191],22,191,191,,537.245,
47,OK,1,[7389],[381],[278],381,278,278,,780.609,
48,OK,1,[9070],[26],[371],26,371,371,,1040.718,
49,OK,1,[7808],[28],[355],28,355,355,,994.668,
