run_id,status,batch_size,sample_ids,input_lens,output_lens,max_input_len,max_output_len,max_n_generated,batch_ttft_ms,batch_e2e_ms,error
0,OK,4,"[4003, 6171, 9237, 8023]","[8, 15, 12, 15]","[1043, 189, 418, 301]",15,1043,1043,,11044.048,
1,OK,4,"[8, 3781, 3819, 1627]","[25, 51, 29, 50]","[1418, 461, 576, 1031]",51,1418,1418,,15281.187,
2,OK,4,"[4109, 9009, 7641, 9766]","[55, 10, 27, 16]","[232, 834, 720, 560]",55,834,834,,8992.228,
3,OK,4,"[9680, 957, 593, 688]","[28, 19, 28, 28]","[1296, 450, 356, 1811]",28,1811,1811,,19545.761,
4,OK,4,"[9710, 9343, 5863, 4897]","[56, 38, 58, 31]","[1835, 692, 1511, 2357]",58,2357,2357,,25920.661,
5,OK,4,"[9075, 251, 5671, 6681]","[34, 25, 22, 40]","[179, 350, 124, 321]",40,350,350,,3751.049,
6,OK,4,"[1452, 4762, 6446, 2706]","[35, 19, 11, 32]","[896, 1601, 1475, 375]",35,1601,1601,,17454.921,
7,OK,4,"[8328, 6759, 9435, 9584]","[54, 31, 30, 29]","[1172, 523, 1059, 550]",54,1172,1172,,12689.482,
8,OK,4,"[464, 2840, 7847, 5796]","[33, 33, 11, 36]","[1053, 597, 1409, 1996]",36,1996,1996,,21701.267,
9,OK,4,"[8404, 8505, 8566, 9965]","[18, 28, 24, 32]","[604, 394, 262, 235]",32,604,604,,6440.185,
10,OK,4,"[5910, 1003, 5031, 9264]","[19, 14, 30, 41]","[167, 503, 1229, 1440]",41,1440,1440,,15567.737,
11,OK,4,"[78, 1245, 5405, 7389]","[40, 6, 18, 22]","[786, 641, 1924, 1238]",40,1924,1924,,20802.219,
12,OK,4,"[9070, 7808, 9858, 256]","[25, 65, 32, 18]","[840, 1328, 1032, 1685]",65,1685,1685,,18359.034,
13,OK,4,"[787, 3072, 4360, 4464]","[38, 9, 40, 25]","[193, 616, 562, 948]",40,948,948,,10155.521,
14,OK,4,"[1592, 2279, 9148, 817]","[36, 13, 21, 31]","[771, 383, 1324, 1569]",36,1569,1569,,17033.897,
15,OK,4,"[2824, 1252, 2402, 2138]","[22, 24, 44, 17]","[718, 1027, 967, 667]",44,1027,1027,,11171.779,
16,OK,4,"[603, 9216, 8275, 743]","[49, 16, 49, 75]","[1018, 287, 870, 187]",75,1018,1018,,10937.787,
17,OK,4,"[829, 3997, 1209, 423]","[49, 16, 31, 7]","[904, 217, 318, 585]",49,904,904,,9642.312,
18,OK,4,"[5585, 3713, 846, 5715]","[19, 38, 24, 8]","[610, 196, 518, 1215]",38,1215,1215,,12946.903,
19,OK,4,"[6439, 9133, 5555, 909]","[54, 14, 8, 9]","[259, 243, 299, 566]",54,566,566,,6032.74,
20,OK,4,"[3071, 6133, 9258, 4021]","[48, 11, 12, 24]","[1567, 235, 287, 423]",48,1567,1567,,16589.544,
21,OK,4,"[6806, 5401, 726, 9769]","[61, 15, 51, 53]","[1309, 286, 424, 344]",61,1309,1309,,13870.754,
22,OK,4,"[4310, 307, 1300, 8318]","[36, 23, 56, 22]","[880, 658, 319, 895]",56,895,895,,9714.817,
23,OK,4,"[2212, 6705, 7407, 1539]","[18, 37, 37, 12]","[526, 1007, 263, 896]",37,1007,1007,,10867.744,
