regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,8,3,0.375,4.0,32,0,512,2048,1088,397.567,679.453,411.581,0.0497
mixed,8,3,0.375,4.0,32,0,1024,4096,2176,699.07,1209.852,689.853,-0.018
mixed,8,3,0.375,4.0,32,0,2048,8192,4352,1269.949,2352.409,1267.165,-0.0026
mixed,8,3,0.375,4.0,32,512,128,512,272,224.129,286.975,205.44,-0.2974
mixed,8,3,0.375,4.0,32,512,256,1024,544,288.575,394.59,296.447,0.0743
mixed,8,3,0.375,4.0,32,512,512,2048,1088,398.048,665.759,441.214,0.1612
mixed,8,3,0.375,4.0,32,512,1024,4096,2176,686.75,1211.932,712.32,0.0487
mixed,8,3,0.375,4.0,32,512,2048,8192,4352,1279.58,2327.259,1257.437,-0.0211
mixed,8,3,0.375,4.0,32,1024,128,512,272,260.896,314.463,229.696,-0.5824
mixed,8,3,0.375,4.0,32,1024,256,1024,544,318.528,412.095,305.952,-0.1344
mixed,8,3,0.375,4.0,32,1024,512,2048,1088,416.286,673.694,451.998,0.1387
mixed,8,3,0.375,4.0,32,1024,1024,4096,2176,700.478,1225.691,726.877,0.0503
mixed,8,3,0.375,4.0,32,1024,2048,8192,4352,1294.589,2327.835,1296.285,0.0016
mixed,8,3,0.375,4.0,32,2048,128,512,272,305.821,384.159,286.718,-0.2439
mixed,8,3,0.375,4.0,32,2048,256,1024,544,385.087,479.326,360.927,-0.2564
mixed,8,3,0.375,4.0,32,2048,512,2048,1088,482.046,707.07,468.382,-0.0607
mixed,8,3,0.375,4.0,32,2048,1024,4096,2176,718.525,1220.029,759.167,0.081
mixed,8,3,0.375,4.0,32,2048,2048,8192,4352,1286.14,2297.369,1330.14,0.0435
mixed,8,3,0.375,4.0,32,4096,128,512,272,414.464,467.423,382.047,-0.6121
mixed,8,3,0.375,4.0,32,4096,256,1024,544,473.726,583.552,471.233,-0.0227
mixed,8,3,0.375,4.0,32,4096,512,2048,1088,589.278,851.198,584.413,-0.0186
mixed,8,3,0.375,4.0,32,4096,1024,4096,2176,861.63,1232.318,839.806,-0.0589
mixed,8,3,0.375,4.0,32,4096,2048,8192,4352,1290.943,2271.545,1390.299,0.1013
mixed,8,3,0.375,4.0,64,0,128,512,272,199.872,275.453,186.112,-0.1821
mixed,8,3,0.375,4.0,64,0,256,1024,544,279.326,392.16,275.584,-0.0332
mixed,8,3,0.375,4.0,64,0,512,2048,1088,398.366,685.822,412.796,0.0502
mixed,8,3,0.375,4.0,64,0,1024,4096,2176,701.279,1218.045,694.431,-0.0133
mixed,8,3,0.375,4.0,64,0,2048,8192,4352,1281.242,2327.291,1271.965,-0.0089
mixed,8,3,0.375,4.0,64,512,128,512,272,226.239,284.638,204.576,-0.3709
mixed,8,3,0.375,4.0,64,512,256,1024,544,289.759,397.184,294.527,0.0444
mixed,8,3,0.375,4.0,64,512,512,2048,1088,399.711,669.726,440.863,0.1524
mixed,8,3,0.375,4.0,64,512,1024,4096,2176,692.863,1221.919,715.869,0.0435
mixed,8,3,0.375,4.0,64,512,2048,8192,4352,1286.556,2319.067,1256.732,-0.0289
mixed,8,3,0.375,4.0,64,1024,128,512,272,260.894,316.284,232.288,-0.5164
mixed,8,3,0.375,4.0,64,1024,256,1024,544,321.822,412.351,308.64,-0.1456
mixed,8,3,0.375,4.0,64,1024,512,2048,1088,414.432,680.284,451.325,0.1388
mixed,8,3,0.375,4.0,64,1024,1024,4096,2176,706.879,1235.005,731.102,0.0459
mixed,8,3,0.375,4.0,64,1024,2048,8192,4352,1302.555,2328.44,1298.043,-0.0044
mixed,8,3,0.375,4.0,64,2048,128,512,272,306.558,381.151,283.998,-0.3024
mixed,8,3,0.375,4.0,64,2048,256,1024,544,387.295,478.781,362.782,-0.2679
mixed,8,3,0.375,4.0,64,2048,512,2048,1088,480.767,711.103,469.982,-0.0468
mixed,8,3,0.375,4.0,64,2048,1024,4096,2176,725.438,1226.812,761.277,0.0715
mixed,8,3,0.375,4.0,64,2048,2048,8192,4352,1299.966,2306.137,1335.194,0.035
mixed,8,3,0.375,4.0,64,4096,128,512,272,415.869,468.704,382.495,-0.6317
mixed,8,3,0.375,4.0,64,4096,256,1024,544,475.07,584.957,470.11,-0.0451
mixed,8,3,0.375,4.0,64,4096,512,2048,1088,589.47,856.252,585.471,-0.015
mixed,8,3,0.375,4.0,64,4096,1024,4096,2176,868.061,1241.822,840.382,-0.0741
mixed,8,3,0.375,4.0,64,4096,2048,8192,4352,1299.612,2277.528,1387.165,0.0895
mixed,8,3,0.375,4.0,128,0,128,512,272,220.256,290.655,204.064,-0.23
mixed,8,3,0.375,4.0,128,0,256,1024,544,294.333,398.912,293.629,-0.0067
mixed,8,3,0.375,4.0,128,0,512,2048,1088,403.968,682.877,430.366,0.0946
mixed,8,3,0.375,4.0,128,0,1024,4096,2176,710.687,1235.421,708.797,-0.0036
mixed,8,3,0.375,4.0,128,0,2048,8192,4352,1297.755,2363.706,1284.67,-0.0123
mixed,8,3,0.375,4.0,128,512,128,512,272,259.615,332.158,236.096,-0.3242
mixed,8,3,0.375,4.0,128,512,256,1024,544,334.56,437.985,327.648,-0.0668
mixed,8,3,0.375,4.0,128,512,512,2048,1088,443.166,675.359,464.157,0.0904
mixed,8,3,0.375,4.0,128,512,1024,4096,2176,694.686,1220.639,747.166,0.0998
mixed,8,3,0.375,4.0,128,512,2048,8192,4352,1286.878,2324.763,1318.299,0.0303
mixed,8,3,0.375,4.0,128,1024,128,512,272,300.832,360.192,275.743,-0.4227
mixed,8,3,0.375,4.0,128,1024,256,1024,544,361.79,472.382,346.72,-0.1363
mixed,8,3,0.375,4.0,128,1024,512,2048,1088,477.727,713.919,491.262,0.0573
mixed,8,3,0.375,4.0,128,1024,1024,4096,2176,729.853,1223.036,795.071,0.1322
mixed,8,3,0.375,4.0,128,1024,2048,8192,4352,1284.67,2299.643,1322.94,0.0377
mixed,8,3,0.375,4.0,128,2048,128,512,272,374.367,437.504,343.103,-0.4952
mixed,8,3,0.375,4.0,128,2048,256,1024,544,441.374,540.254,420.863,-0.2074
mixed,8,3,0.375,4.0,128,2048,512,2048,1088,543.456,806.814,529.919,-0.0514
mixed,8,3,0.375,4.0,128,2048,1024,4096,2176,816.03,1244.573,822.493,0.0151
mixed,8,3,0.375,4.0,128,2048,2048,8192,4352,1305.405,2287.674,1395.837,0.0921
mixed,8,3,0.375,4.0,128,4096,128,512,272,504.224,564.861,480.161,-0.3968
mixed,8,3,0.375,4.0,128,4096,256,1024,544,570.015,698.623,566.72,-0.0256
mixed,8,3,0.375,4.0,128,4096,512,2048,1088,702.656,915.39,689.919,-0.0599
mixed,8,3,0.375,4.0,128,4096,1024,4096,2176,922.685,1416.477,913.597,-0.0184
mixed,8,3,0.375,4.0,128,4096,2048,8192,4352,1468.442,2294.139,1464.541,-0.0047
mixed,8,3,0.375,4.0,256,0,128,512,272,254.111,323.935,239.903,-0.2035
mixed,8,3,0.375,4.0,256,0,256,1024,544,325.663,430.815,328.319,0.0253
mixed,8,3,0.375,4.0,256,0,512,2048,1088,433.823,685.918,463.359,0.1172
mixed,8,3,0.375,4.0,256,0,1024,4096,2176,709.277,1247.196,739.711,0.0566
mixed,8,3,0.375,4.0,256,0,2048,8192,4352,1310.205,2373.148,1311.292,0.001
mixed,8,3,0.375,4.0,256,512,128,512,272,322.815,385.439,301.631,-0.3383
mixed,8,3,0.375,4.0,256,512,256,1024,544,390.623,499.295,393.215,0.0239
mixed,8,3,0.375,4.0,256,512,512,2048,1088,503.935,732.638,526.367,0.0981
mixed,8,3,0.375,4.0,256,512,1024,4096,2176,749.31,1239.262,809.054,0.1219
mixed,8,3,0.375,4.0,256,512,2048,8192,4352,1297.245,2290.426,1362.525,0.0657
mixed,8,3,0.375,4.0,256,1024,128,512,272,380.254,439.391,356.67,-0.3988
mixed,8,3,0.375,4.0,256,1024,256,1024,544,443.198,533.278,430.942,-0.1361
mixed,8,3,0.375,4.0,256,1024,512,2048,1088,541.727,782.142,578.847,0.1544
mixed,8,3,0.375,4.0,256,1024,1024,4096,2176,797.405,1252.573,859.199,0.1358
mixed,8,3,0.375,4.0,256,1024,2048,8192,4352,1314.396,2263.382,1420.765,0.1121
mixed,8,3,0.375,4.0,256,2048,128,512,272,495.135,554.589,467.583,-0.4634
mixed,8,3,0.375,4.0,256,2048,256,1024,544,559.294,652.767,546.847,-0.1332
mixed,8,3,0.375,4.0,256,2048,512,2048,1088,659.551,875.677,663.581,0.0186
mixed,8,3,0.375,4.0,256,2048,1024,4096,2176,879.262,1341.82,948.285,0.1492
mixed,8,3,0.375,4.0,256,2048,2048,8192,4352,1397.948,2302.012,1487.005,0.0985
mixed,8,3,0.375,4.0,256,4096,128,512,272,715.518,771.809,689.374,-0.4644
mixed,8,3,0.375,4.0,256,4096,256,1024,544,778.975,900.926,777.117,-0.0152
mixed,8,3,0.375,4.0,256,4096,512,2048,1088,907.742,1106.941,903.485,-0.0214
mixed,8,3,0.375,4.0,256,4096,1024,4096,2176,1114.556,1501.626,1125.725,0.0289
mixed,8,3,0.375,4.0,256,4096,2048,8192,4352,1552.636,2437.722,1660.925,0.1223
mixed,8,3,0.375,4.0,512,0,128,512,272,359.456,421.695,340.895,-0.2982
mixed,8,3,0.375,4.0,512,0,256,1024,544,423.2,526.43,428.478,0.0511
mixed,8,3,0.375,4.0,512,0,512,2048,1088,530.911,758.398,564.799,0.149
mixed,8,3,0.375,4.0,512,0,1024,4096,2176,767.455,1246.43,829.503,0.1295
mixed,8,3,0.375,4.0,512,0,2048,8192,4352,1312.956,2315.191,1396.477,0.0833
mixed,8,3,0.375,4.0,512,512,128,512,272,477.888,531.677,457.119,-0.3861
mixed,8,3,0.375,4.0,512,512,256,1024,544,536.159,638.429,536.575,0.0041
mixed,8,3,0.375,4.0,512,512,512,2048,1088,645.726,869.662,678.013,0.1442
mixed,8,3,0.375,4.0,512,512,1024,4096,2176,877.342,1341.533,948.703,0.1537
mixed,8,3,0.375,4.0,512,512,2048,8192,4352,1397.758,2321.143,1475.868,0.0846
mixed,8,3,0.375,4.0,512,1024,128,512,272,579.296,631.357,556.095,-0.4457
mixed,8,3,0.375,4.0,512,1024,256,1024,544,635.037,724.987,627.808,-0.0804
mixed,8,3,0.375,4.0,512,1024,512,2048,1088,729.181,964.766,762.782,0.1426
mixed,8,3,0.375,4.0,512,1024,1024,4096,2176,975.931,1426.939,1043.23,0.1492
mixed,8,3,0.375,4.0,512,1024,2048,8192,4352,1481.306,2367.45,1568.763,0.0987
mixed,8,3,0.375,4.0,512,2048,128,512,272,775.071,829.276,749.343,-0.4746
mixed,8,3,0.375,4.0,512,2048,256,1024,544,833.819,934.557,828.253,-0.0553
mixed,8,3,0.375,4.0,512,2048,512,2048,1088,938.398,1126.237,942.813,0.0235
mixed,8,3,0.375,4.0,512,2048,1024,4096,2176,1136.029,1603.1,1226.013,0.1927
mixed,8,3,0.375,4.0,512,2048,2048,8192,4352,1661.596,2526.102,1755.292,0.1084
mixed,8,3,0.375,4.0,512,4096,128,512,272,1172.605,1238.72,1148.638,-0.3625
mixed,8,3,0.375,4.0,512,4096,256,1024,544,1241.596,1347.45,1236.187,-0.0511
mixed,8,3,0.375,4.0,512,4096,512,2048,1088,1356.029,1545.66,1355.166,-0.0046
mixed,8,3,0.375,4.0,512,4096,1024,4096,2176,1559.006,1911.323,1578.779,0.0561
mixed,8,3,0.375,4.0,512,4096,2048,8192,4352,1967.037,2863.127,2113.371,0.1633
mixed,8,3,0.375,4.0,1024,0,128,512,272,653.504,706.268,630.782,-0.4306
mixed,8,3,0.375,4.0,1024,0,256,1024,544,716.829,816.926,719.008,0.0218
mixed,8,3,0.375,4.0,1024,0,512,2048,1088,822.176,1049.884,858.556,0.1598
mixed,8,3,0.375,4.0,1024,0,1024,4096,2176,1060.638,1516.38,1136.541,0.1665
mixed,8,3,0.375,4.0,1024,0,2048,8192,4352,1575.581,2530.58,1673.657,0.1027
mixed,8,3,0.375,4.0,1024,512,128,512,272,869.182,909.982,842.718,-0.6486
mixed,8,3,0.375,4.0,1024,512,256,1024,544,918.813,1019.071,907.357,-0.1143
mixed,8,3,0.375,4.0,1024,512,512,2048,1088,1025.725,1259.582,1057.85,0.1374
mixed,8,3,0.375,4.0,1024,512,1024,4096,2176,1275.871,1716.986,1347.901,0.1633
mixed,8,3,0.375,4.0,1024,512,2048,8192,4352,1772.795,2656.473,1886.428,0.1286
mixed,8,3,0.375,4.0,1024,1024,128,512,272,1042.877,1099.261,1019.549,-0.4137
mixed,8,3,0.375,4.0,1024,1024,256,1024,544,1101.694,1205.021,1100.157,-0.0149
mixed,8,3,0.375,4.0,1024,1024,512,2048,1088,1207.482,1437.181,1229.404,0.0954
mixed,8,3,0.375,4.0,1024,1024,1024,4096,2176,1455.291,1896.058,1532.063,0.1742
mixed,8,3,0.375,4.0,1024,1024,2048,8192,4352,1952.759,2808.537,2065.914,0.1322
mixed,8,3,0.375,4.0,1024,2048,128,512,272,1430.49,1479.963,1397.468,-0.6675
mixed,8,3,0.375,4.0,1024,2048,256,1024,544,1485.306,1592.155,1482.49,-0.0264
mixed,8,3,0.375,4.0,1024,2048,512,2048,1088,1591.293,1812.379,1599.134,0.0355
mixed,8,3,0.375,4.0,1024,2048,1024,4096,2176,1816.152,2273.914,1886.105,0.1528
mixed,8,3,0.375,4.0,1024,2048,2048,8192,4352,2322.969,3145.914,2444.026,0.1471
mixed,8,3,0.375,4.0,1024,4096,128,512,272,2187.068,2254.071,2158.841,-0.4213
mixed,8,3,0.375,4.0,1024,4096,256,1024,544,2258.618,2377.945,2251.767,-0.0574
mixed,8,3,0.375,4.0,1024,4096,512,2048,1088,2375.193,2573.271,2377.207,0.0102
mixed,8,3,0.375,4.0,1024,4096,1024,4096,2176,2585.691,3006.647,2616.503,0.0732
mixed,8,3,0.375,4.0,1024,4096,2048,8192,4352,3070.649,3877.687,3165.94,0.1181
mixed,8,3,0.375,4.0,2048,0,128,512,272,1560.893,1661.086,1532.988,-0.2785
mixed,8,3,0.375,4.0,2048,0,256,1024,544,1670.46,1704.924,1603.065,-1.9555
mixed,8,3,0.375,4.0,2048,0,512,2048,1088,1710.778,1952.506,1741.05,0.1252
mixed,8,3,0.375,4.0,2048,0,1024,4096,2176,1971.288,2420.566,2060.923,0.1995
mixed,8,3,0.375,4.0,2048,0,2048,8192,4352,2489.497,3284.247,2599.354,0.1382
mixed,8,3,0.375,4.0,2048,512,128,512,272,1943.963,2002.682,1915.418,-0.4861
mixed,8,3,0.375,4.0,2048,512,256,1024,544,2008.315,2167.257,1998.65,-0.0608
mixed,8,3,0.375,4.0,2048,512,512,2048,1088,2111.801,2353.946,2122.874,0.0457
mixed,8,3,0.375,4.0,2048,512,1024,4096,2176,2381.561,2818.264,2435.546,0.1236
mixed,8,3,0.375,4.0,2048,512,2048,8192,4352,2877.433,3678.967,3027.959,0.1878
mixed,8,3,0.375,4.0,2048,1024,128,512,272,2299.9,2361.178,2271.895,-0.457
mixed,8,3,0.375,4.0,2048,1024,256,1024,544,2365.593,2474.361,2355.737,-0.0906
mixed,8,3,0.375,4.0,2048,1024,512,2048,1088,2474.966,2699.194,2477.4,0.0109
mixed,8,3,0.375,4.0,2048,1024,1024,4096,2176,2767.0,3180.887,2790.042,0.0557
mixed,8,3,0.375,4.0,2048,1024,2048,8192,4352,3239.862,4048.212,3359.126,0.1475
mixed,8,3,0.375,4.0,2048,2048,128,512,272,3044.218,3101.21,3037.43,-0.1191
mixed,8,3,0.375,4.0,2048,2048,256,1024,544,3105.561,3208.822,3099.546,-0.0583
mixed,8,3,0.375,4.0,2048,2048,512,2048,1088,3218.681,3444.403,3231.255,0.0557
mixed,8,3,0.375,4.0,2048,2048,1024,4096,2176,3470.87,3956.596,3497.593,0.055
mixed,8,3,0.375,4.0,2048,2048,2048,8192,4352,3958.868,4790.386,4205.873,0.2971
mixed,8,3,0.375,4.0,2048,4096,128,512,272,4596.084,4595.474,4632.371,
mixed,8,3,0.375,4.0,2048,4096,256,1024,544,4753.263,4711.121,4820.755,
mixed,8,3,0.375,4.0,2048,4096,512,2048,1088,4838.963,4941.395,4729.271,-1.0709
mixed,8,3,0.375,4.0,2048,4096,1024,4096,2176,4952.275,5548.916,5000.691,0.0811
mixed,8,3,0.375,4.0,2048,4096,2048,8192,4352,5412.788,6387.63,5735.378,0.3309
mixed,8,3,0.375,4.0,4096,0,128,512,272,4764.975,4780.436,4641.589,-7.9805
mixed,8,3,0.375,4.0,4096,0,256,1024,544,4576.148,4897.108,4429.555,-0.4567
mixed,8,3,0.375,4.0,4096,0,512,2048,1088,5018.801,5174.097,4924.819,-0.6052
mixed,8,3,0.375,4.0,4096,0,1024,4096,2176,5272.849,5450.064,4832.85,-2.4829
mixed,8,3,0.375,4.0,4096,0,2048,8192,4352,5507.604,6590.895,5823.729,0.2918
mixed,8,3,0.375,4.0,4096,512,128,512,272,5644.207,5599.472,5516.624,
mixed,8,3,0.375,4.0,4096,512,256,1024,544,5845.937,5768.304,5670.386,
mixed,8,3,0.375,4.0,4096,512,512,2048,1088,5914.064,5942.449,5658.448,-9.0053
mixed,8,3,0.375,4.0,4096,512,1024,4096,2176,5982.285,6423.147,5678.001,-0.6902
mixed,8,3,0.375,4.0,4096,512,2048,8192,4352,6730.095,7422.282,6677.323,-0.0762
mixed,8,3,0.375,4.0,4096,1024,128,512,272,6315.439,6183.856,6267.376,
mixed,8,3,0.375,4.0,4096,1024,256,1024,544,6431.282,6271.727,6092.235,
mixed,8,3,0.375,4.0,4096,1024,512,2048,1088,6586.128,6838.666,6737.261,0.5985
mixed,8,3,0.375,4.0,4096,1024,1024,4096,2176,6756.428,7417.006,6433.198,-0.4893
mixed,8,3,0.375,4.0,4096,1024,2048,8192,4352,7246.83,8247.559,7169.611,-0.0772
mixed,8,3,0.375,4.0,4096,2048,128,512,272,7756.269,8579.841,7997.32,0.2927
mixed,8,3,0.375,4.0,4096,2048,256,1024,544,8328.523,8438.83,7820.775,-4.603
mixed,8,3,0.375,4.0,4096,2048,512,2048,1088,8626.024,8511.177,8020.555,
mixed,8,3,0.375,4.0,4096,2048,1024,4096,2176,8313.221,8989.323,8533.193,0.3254
mixed,8,3,0.375,4.0,4096,2048,2048,8192,4352,8834.63,9836.418,9216.708,0.3814
mixed,8,3,0.375,4.0,4096,4096,128,512,272,11609.02,11455.392,11079.743,
mixed,8,3,0.375,4.0,4096,4096,256,1024,544,11245.76,11564.035,11802.332,1.7487
mixed,8,3,0.375,4.0,4096,4096,512,2048,1088,11962.626,12374.88,11287.488,-1.6377
mixed,8,3,0.375,4.0,4096,4096,1024,4096,2176,12183.069,11892.324,12003.749,
mixed,8,3,0.375,4.0,4096,4096,2048,8192,4352,12069.79,13662.074,12355.555,0.1795
mixed,8,3,0.375,4.0,8192,0,128,512,272,19040.27,18741.066,18673.869,
mixed,8,3,0.375,4.0,8192,0,256,1024,544,19425.101,18862.471,18855.727,
mixed,8,3,0.375,4.0,8192,0,512,2048,1088,19370.92,19705.673,20293.389,2.7557
mixed,8,3,0.375,4.0,8192,0,1024,4096,2176,20357.607,19869.735,20159.019,
mixed,8,3,0.375,4.0,8192,0,2048,8192,4352,20058.953,21173.48,20955.367,0.8043
mixed,8,3,0.375,4.0,8192,512,128,512,272,20863.969,21080.123,21477.192,2.837
mixed,8,3,0.375,4.0,8192,512,256,1024,544,20925.308,21691.109,21064.776,0.1821
mixed,8,3,0.375,4.0,8192,512,512,2048,1088,22257.545,22167.941,21391.876,
mixed,8,3,0.375,4.0,8192,512,1024,4096,2176,21835.459,21839.843,22482.591,147.6122
mixed,8,3,0.375,4.0,8192,512,2048,8192,4352,23258.528,23781.568,21914.887,-2.5689
mixed,8,3,0.375,4.0,8192,1024,128,512,272,23438.849,22817.758,23525.018,
mixed,8,3,0.375,4.0,8192,1024,256,1024,544,22920.547,24371.897,23155.907,0.1622
mixed,8,3,0.375,4.0,8192,1024,512,2048,1088,23342.684,23818.721,23888.249,1.1461
mixed,8,3,0.375,4.0,8192,1024,1024,4096,2176,23593.247,24558.939,23380.767,-0.22
mixed,8,3,0.375,4.0,8192,1024,2048,8192,4352,24602.969,25050.07,24159.901,-0.991
mixed,8,3,0.375,4.0,8192,2048,128,512,272,28196.049,28274.253,27747.729,-5.7327
mixed,8,3,0.375,4.0,8192,2048,256,1024,544,27117.496,27305.465,27450.388,1.771
mixed,8,3,0.375,4.0,8192,2048,512,2048,1088,28307.729,28730.973,27611.643,-1.6446
mixed,8,3,0.375,4.0,8192,2048,1024,4096,2176,27919.223,28897.329,28250.069,0.3383
mixed,8,3,0.375,4.0,8192,2048,2048,8192,4352,28607.955,30297.388,29362.861,0.4468
mixed,8,3,0.375,4.0,8192,4096,128,512,272,36432.988,36113.241,36070.332,
mixed,8,3,0.375,4.0,8192,4096,256,1024,544,36455.448,36673.402,35890.108,-2.5939
mixed,8,3,0.375,4.0,8192,4096,512,2048,1088,35902.719,36589.437,34963.747,-1.3673
mixed,8,3,0.375,4.0,8192,4096,1024,4096,2176,34963.1,35954.659,36350.819,1.3995
mixed,8,3,0.375,4.0,8192,4096,2048,8192,4352,37370.447,38693.299,37785.887,0.314
pure,8,4,0.5,4.0,0,0,128,512,320,116.928,152.961,116.96,0.0009
pure,8,4,0.5,4.0,0,0,256,1024,640,181.534,248.895,178.176,-0.0499
pure,8,4,0.5,4.0,0,0,512,2048,1280,303.137,478.592,305.664,0.0144
pure,8,4,0.5,4.0,0,0,1024,4096,2560,608.958,942.648,611.934,0.0089
pure,8,4,0.5,4.0,0,0,2048,8192,5120,1127.585,1804.861,1151.867,0.0359
mixed,8,4,0.5,4.0,16,0,128,512,320,199.328,272.832,200.673,0.0183
mixed,8,4,0.5,4.0,16,0,256,1024,640,281.92,391.391,295.872,0.1274
mixed,8,4,0.5,4.0,16,0,512,2048,1280,450.141,677.213,454.911,0.021
mixed,8,4,0.5,4.0,16,0,1024,4096,2560,820.285,1201.757,785.948,-0.09
mixed,8,4,0.5,4.0,16,0,2048,8192,5120,1454.685,2341.819,1435.165,-0.022
mixed,8,4,0.5,4.0,16,512,128,512,320,223.008,281.441,220.545,-0.0422
mixed,8,4,0.5,4.0,16,512,256,1024,640,291.583,394.558,312.063,0.1989
mixed,8,4,0.5,4.0,16,512,512,2048,1280,450.24,665.886,464.734,0.0672
mixed,8,4,0.5,4.0,16,512,1024,4096,2560,814.845,1205.342,810.207,-0.0119
mixed,8,4,0.5,4.0,16,512,2048,8192,5120,1456.539,2305.433,1441.533,-0.0177
mixed,8,4,0.5,4.0,16,1024,128,512,320,260.513,311.134,246.464,-0.2775
mixed,8,4,0.5,4.0,16,1024,256,1024,640,322.814,408.255,323.071,0.003
mixed,8,4,0.5,4.0,16,1024,512,2048,1280,468.608,672.478,473.503,0.024
mixed,8,4,0.5,4.0,16,1024,1024,4096,2560,818.941,1219.071,838.813,0.0497
mixed,8,4,0.5,4.0,16,1024,2048,8192,5120,1472.826,2323.063,1443.323,-0.0347
mixed,8,4,0.5,4.0,16,2048,128,512,320,305.792,377.278,299.423,-0.0891
mixed,8,4,0.5,4.0,16,2048,256,1024,640,387.616,475.934,379.807,-0.0884
mixed,8,4,0.5,4.0,16,2048,512,2048,1280,513.918,706.495,510.975,-0.0153
mixed,8,4,0.5,4.0,16,2048,1024,4096,2560,826.814,1218.141,855.294,0.0728
mixed,8,4,0.5,4.0,16,2048,2048,8192,5120,1478.172,2294.234,1472.861,-0.0065
mixed,8,4,0.5,4.0,16,4096,128,512,320,414.751,466.302,405.727,-0.175
mixed,8,4,0.5,4.0,16,4096,256,1024,640,476.478,583.519,488.063,0.1082
mixed,8,4,0.5,4.0,16,4096,512,2048,1280,648.702,848.127,617.117,-0.1584
mixed,8,4,0.5,4.0,16,4096,1024,4096,2560,926.557,1225.756,896.288,-0.1012
mixed,8,4,0.5,4.0,16,4096,2048,8192,5120,1477.501,2265.819,1524.7,0.0599
mixed,8,4,0.5,4.0,32,0,128,512,320,197.886,273.215,201.983,0.0544
mixed,8,4,0.5,4.0,32,0,256,1024,640,281.12,390.079,296.032,0.1369
mixed,8,4,0.5,4.0,32,0,512,2048,1280,451.739,684.831,452.605,0.0037
mixed,8,4,0.5,4.0,32,0,1024,4096,2560,822.781,1207.612,786.206,-0.095
mixed,8,4,0.5,4.0,32,0,2048,8192,5120,1458.523,2330.137,1435.932,-0.0259
mixed,8,4,0.5,4.0,32,512,128,512,320,224.351,282.945,222.11,-0.0382
mixed,8,4,0.5,4.0,32,512,256,1024,640,293.119,392.542,311.232,0.1822
mixed,8,4,0.5,4.0,32,512,512,2048,1280,451.583,666.172,465.664,0.0656
mixed,8,4,0.5,4.0,32,512,1024,4096,2560,813.886,1207.964,812.606,-0.0032
mixed,8,4,0.5,4.0,32,512,2048,8192,5120,1465.246,2333.56,1442.971,-0.0257
mixed,8,4,0.5,4.0,32,1024,128,512,320,262.368,315.103,244.993,-0.3295
mixed,8,4,0.5,4.0,32,1024,256,1024,640,320.288,408.478,322.943,0.0301
mixed,8,4,0.5,4.0,32,1024,512,2048,1280,467.84,674.462,474.943,0.0344
mixed,8,4,0.5,4.0,32,1024,1024,4096,2560,821.886,1223.806,841.564,0.049
mixed,8,4,0.5,4.0,32,1024,2048,8192,5120,1485.757,2319.033,1455.069,-0.0368
mixed,8,4,0.5,4.0,32,2048,128,512,320,305.951,378.877,299.233,-0.0921
mixed,8,4,0.5,4.0,32,2048,256,1024,640,385.726,474.367,380.287,-0.0614
mixed,8,4,0.5,4.0,32,2048,512,2048,1280,517.728,708.511,509.664,-0.0423
mixed,8,4,0.5,4.0,32,2048,1024,4096,2560,831.004,1217.5,857.951,0.0697
mixed,8,4,0.5,4.0,32,2048,2048,8192,5120,1481.019,2304.507,1477.916,-0.0038
mixed,8,4,0.5,4.0,32,4096,128,512,320,415.839,464.895,404.16,-0.2381
mixed,8,4,0.5,4.0,32,4096,256,1024,640,478.399,583.807,488.991,0.1005
mixed,8,4,0.5,4.0,32,4096,512,2048,1280,652.063,851.613,616.032,-0.1806
mixed,8,4,0.5,4.0,32,4096,1024,4096,2560,925.31,1234.269,902.078,-0.0752
mixed,8,4,0.5,4.0,32,4096,2048,8192,5120,1485.916,2268.507,1534.972,0.0627
mixed,8,4,0.5,4.0,64,0,128,512,320,201.152,273.471,202.815,0.023
mixed,8,4,0.5,4.0,64,0,256,1024,640,283.263,391.679,297.184,0.1284
mixed,8,4,0.5,4.0,64,0,512,2048,1280,453.405,686.174,455.232,0.0078
mixed,8,4,0.5,4.0,64,0,1024,4096,2560,831.454,1220.19,791.614,-0.1025
mixed,8,4,0.5,4.0,64,0,2048,8192,5120,1473.789,2345.241,1445.883,-0.032
mixed,8,4,0.5,4.0,64,512,128,512,320,225.664,284.35,221.055,-0.0785
mixed,8,4,0.5,4.0,64,512,256,1024,640,290.783,395.103,313.214,0.215
mixed,8,4,0.5,4.0,64,512,512,2048,1280,452.031,670.941,464.575,0.0573
mixed,8,4,0.5,4.0,64,512,1024,4096,2560,817.053,1221.5,821.373,0.0107
mixed,8,4,0.5,4.0,64,512,2048,8192,5120,1472.411,2339.736,1451.518,-0.0241
mixed,8,4,0.5,4.0,64,1024,128,512,320,262.24,315.199,249.953,-0.232
mixed,8,4,0.5,4.0,64,1024,256,1024,640,322.782,412.959,324.256,0.0163
mixed,8,4,0.5,4.0,64,1024,512,2048,1280,469.248,679.167,477.886,0.0411
mixed,8,4,0.5,4.0,64,1024,1024,4096,2560,823.805,1231.644,846.045,0.0545
mixed,8,4,0.5,4.0,64,1024,2048,8192,5120,1489.148,2323.737,1465.884,-0.0279
