regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,8,4,0.5,4.0,128,2048,256,1024,640,546.821,640.548,550.851,0.043
mixed,8,4,0.5,4.0,128,2048,512,2048,1280,678.659,794.532,669.923,-0.0754
mixed,8,4,0.5,4.0,128,2048,1024,4096,2560,928.614,1385.064,1100.487,0.3765
mixed,8,4,0.5,4.0,128,2048,2048,8192,5120,1665.45,2581.775,1888.493,0.2434
mixed,8,4,0.5,4.0,128,4096,128,512,320,682.757,769.508,679.588,-0.0365
mixed,8,4,0.5,4.0,128,4096,256,1024,640,767.878,921.093,775.557,0.0501
mixed,8,4,0.5,4.0,128,4096,512,2048,1280,963.11,1088.294,914.884,-0.3852
mixed,8,4,0.5,4.0,128,4096,1024,4096,2560,1166.441,1386.184,1160.327,-0.0278
mixed,8,4,0.5,4.0,128,4096,2048,8192,5120,1667.497,2581.712,1983.47,0.3456
mixed,8,4,0.5,4.0,256,0,128,512,320,282.66,367.171,292.225,0.1132
mixed,8,4,0.5,4.0,256,0,256,1024,640,373.474,509.86,411.3,0.2773
mixed,8,4,0.5,4.0,256,0,512,2048,1280,576.356,801.221,615.685,0.1749
mixed,8,4,0.5,4.0,256,0,1024,4096,2560,946.406,1398.826,1001.096,0.1209
mixed,8,4,0.5,4.0,256,0,2048,8192,5120,1695.818,2596.879,1740.298,0.0494
mixed,8,4,0.5,4.0,256,512,128,512,320,367.873,427.139,360.706,-0.1209
mixed,8,4,0.5,4.0,256,512,256,1024,640,431.78,581.987,483.459,0.3441
mixed,8,4,0.5,4.0,256,512,512,2048,1280,652.005,866.47,699.971,0.2237
mixed,8,4,0.5,4.0,256,512,1024,4096,2560,1019.75,1488.424,1085.095,0.1394
mixed,8,4,0.5,4.0,256,512,2048,8192,5120,1790.634,2712.08,1933.001,0.1545
mixed,8,4,0.5,4.0,256,1024,128,512,320,463.01,521.187,445.506,-0.3009
mixed,8,4,0.5,4.0,256,1024,256,1024,640,527.716,615.685,537.572,0.112
mixed,8,4,0.5,4.0,256,1024,512,2048,1280,688.322,917.798,749.059,0.2647
mixed,8,4,0.5,4.0,256,1024,1024,4096,2560,1067.494,1523.816,1174.887,0.2353
mixed,8,4,0.5,4.0,256,1024,2048,8192,5120,1817.099,2773.485,1994.253,0.1852
mixed,8,4,0.5,4.0,256,2048,128,512,320,618.946,680.579,606.342,-0.2045
mixed,8,4,0.5,4.0,256,2048,256,1024,640,684.805,797.829,703.907,0.169
mixed,8,4,0.5,4.0,256,2048,512,2048,1280,864.614,986.151,856.548,-0.0664
mixed,8,4,0.5,4.0,256,2048,1024,4096,2560,1139.303,1601.897,1259.847,0.2606
mixed,8,4,0.5,4.0,256,2048,2048,8192,5120,1874.538,2810.864,2075.083,0.2142
mixed,8,4,0.5,4.0,256,4096,128,512,320,914.247,1008.134,901.959,-0.1309
mixed,8,4,0.5,4.0,256,4096,256,1024,640,1014.022,1156.392,1033.828,0.1391
mixed,8,4,0.5,4.0,256,4096,512,2048,1280,1182.472,1375.24,1188.167,0.0295
mixed,8,4,0.5,4.0,256,4096,1024,4096,2560,1501.447,1726.154,1502.152,0.0031
mixed,8,4,0.5,4.0,256,4096,2048,8192,5120,2034.7,2956.017,2313.486,0.3026
mixed,8,4,0.5,4.0,512,0,128,512,320,398.435,480.325,406.721,0.1012
mixed,8,4,0.5,4.0,512,0,256,1024,640,484.324,622.596,530.756,0.3358
mixed,8,4,0.5,4.0,512,0,512,2048,1280,695.109,899.302,733.668,0.1888
mixed,8,4,0.5,4.0,512,0,1024,4096,2560,1040.326,1480.745,1120.424,0.1819
mixed,8,4,0.5,4.0,512,0,2048,8192,5120,1782.666,2693.906,2050.188,0.2936
mixed,8,4,0.5,4.0,512,512,128,512,320,558.115,627.301,549.506,-0.1244
mixed,8,4,0.5,4.0,512,512,256,1024,640,630.98,766.211,663.107,0.2376
mixed,8,4,0.5,4.0,512,512,512,2048,1280,832.58,1060.325,870.501,0.1665
mixed,8,4,0.5,4.0,512,512,1024,4096,2560,1191.432,1618.761,1266.534,0.1757
mixed,8,4,0.5,4.0,512,512,2048,8192,5120,1944.907,3161.813,2156.012,0.1735
mixed,8,4,0.5,4.0,512,1024,128,512,320,698.053,762.118,687.814,-0.1598
mixed,8,4,0.5,4.0,512,1024,256,1024,640,765.604,887.301,783.588,0.1478
mixed,8,4,0.5,4.0,512,1024,512,2048,1280,952.326,1163.207,984.743,0.1537
mixed,8,4,0.5,4.0,512,1024,1024,4096,2560,1317.961,1784.075,1403.432,0.1834
mixed,8,4,0.5,4.0,512,1024,2048,8192,5120,2032.012,3092.405,2307.822,0.2601
mixed,8,4,0.5,4.0,512,2048,128,512,320,969.348,1037.863,959.652,-0.1415
mixed,8,4,0.5,4.0,512,2048,256,1024,640,1041.799,1160.329,1061.256,0.1642
mixed,8,4,0.5,4.0,512,2048,512,2048,1280,1208.713,1407.85,1207.559,-0.0058
mixed,8,4,0.5,4.0,512,2048,1024,4096,2560,1541.864,1984.683,1615.499,0.1663
mixed,8,4,0.5,4.0,512,2048,2048,8192,5120,2293.424,3124.725,2403.248,0.1321
mixed,8,4,0.5,4.0,512,4096,128,512,320,1523.945,1583.272,1508.361,-0.2627
mixed,8,4,0.5,4.0,512,4096,256,1024,640,1584.744,1686.443,1601.003,0.1599
mixed,8,4,0.5,4.0,512,4096,512,2048,1280,1760.62,1969.739,1761.93,0.0063
mixed,8,4,0.5,4.0,512,4096,1024,4096,2560,2039.724,2438.929,2072.27,0.0815
mixed,8,4,0.5,4.0,512,4096,2048,8192,5120,2715.539,3632.407,2899.283,0.2004
mixed,8,4,0.5,4.0,1024,0,128,512,320,747.204,807.75,739.078,-0.1342
mixed,8,4,0.5,4.0,1024,0,256,1024,640,810.629,954.119,853.988,0.3022
mixed,8,4,0.5,4.0,1024,0,512,2048,1280,1025.255,1240.103,1065.767,0.1886
mixed,8,4,0.5,4.0,1024,0,1024,4096,2560,1384.647,1927.532,1474.505,0.1655
mixed,8,4,0.5,4.0,1024,0,2048,8192,5120,2286.158,3536.789,2427.247,0.1128
mixed,8,4,0.5,4.0,1024,512,128,512,320,1018.087,1081.894,1008.934,-0.1434
mixed,8,4,0.5,4.0,1024,512,256,1024,640,1084.39,1198.278,1103.655,0.1692
mixed,8,4,0.5,4.0,1024,512,512,2048,1280,1272.872,1490.185,1314.374,0.191
mixed,8,4,0.5,4.0,1024,512,1024,4096,2560,1637.515,2115.95,1725.164,0.1832
mixed,8,4,0.5,4.0,1024,512,2048,8192,5120,2502.418,3750.359,2637.809,0.1085
mixed,8,4,0.5,4.0,1024,1024,128,512,320,1272.007,1335.946,1264.263,-0.1211
mixed,8,4,0.5,4.0,1024,1024,256,1024,640,1340.585,1450.406,1359.72,0.1742
mixed,8,4,0.5,4.0,1024,1024,512,2048,1280,1504.586,1717.032,1539.401,0.1639
mixed,8,4,0.5,4.0,1024,1024,1024,4096,2560,1869.261,2327.118,1955.248,0.1878
mixed,8,4,0.5,4.0,1024,1024,2048,8192,5120,2639.728,3923.7,2821.777,0.1418
mixed,8,4,0.5,4.0,1024,2048,128,512,320,1772.684,1840.077,1763.275,-0.1396
mixed,8,4,0.5,4.0,1024,2048,256,1024,640,1844.684,1958.413,1866.731,0.1939
mixed,8,4,0.5,4.0,1024,2048,512,2048,1280,2012.943,2184.815,2011.596,-0.0078
mixed,8,4,0.5,4.0,1024,2048,1024,4096,2560,2306.799,2774.863,2408.016,0.2162
mixed,8,4,0.5,4.0,1024,2048,2048,8192,5120,3045.234,3989.785,3247.285,0.2139
mixed,8,4,0.5,4.0,1024,4096,128,512,320,2775.218,2836.911,2768.852,-0.1032
mixed,8,4,0.5,4.0,1024,4096,256,1024,640,2842.995,2958.226,2863.923,0.1816
mixed,8,4,0.5,4.0,1024,4096,512,2048,1280,3023.889,3203.061,3023.09,-0.0045
mixed,8,4,0.5,4.0,1024,4096,1024,4096,2560,3315.986,3647.672,3318.546,0.0077
mixed,8,4,0.5,4.0,1024,4096,2048,8192,5120,3940.533,4894.683,4165.98,0.2363
mixed,8,4,0.5,4.0,2048,0,128,512,320,1800.588,1862.348,1793.58,-0.1135
mixed,8,4,0.5,4.0,2048,0,256,1024,640,1868.298,1979.756,1893.74,0.2283
mixed,8,4,0.5,4.0,2048,0,512,2048,1280,2032.461,2253.647,2070.029,0.1698
mixed,8,4,0.5,4.0,2048,0,1024,4096,2560,2408.399,2881.27,2493.711,0.1804
mixed,8,4,0.5,4.0,2048,0,2048,8192,5120,3230.07,4415.577,3397.524,0.1413
mixed,8,4,0.5,4.0,2048,512,128,512,320,2300.973,2365.134,2294.704,-0.0977
mixed,8,4,0.5,4.0,2048,512,256,1024,640,2371.089,2476.879,2387.053,0.1509
mixed,8,4,0.5,4.0,2048,512,512,2048,1280,2537.711,2738.384,2545.999,0.0413
mixed,8,4,0.5,4.0,2048,512,1024,4096,2560,2888.082,3359.128,2973.425,0.1812
mixed,8,4,0.5,4.0,2048,512,2048,8192,5120,3677.557,4701.277,3848.054,0.1665
mixed,8,4,0.5,4.0,2048,1024,128,512,320,2785.329,2846.77,2776.177,-0.149
mixed,8,4,0.5,4.0,2048,1024,256,1024,640,2851.985,2964.179,2877.393,0.2265
mixed,8,4,0.5,4.0,2048,1024,512,2048,1280,3025.719,3197.174,3030.77,0.0295
mixed,8,4,0.5,4.0,2048,1024,1024,4096,2560,3348.658,3820.186,3437.716,0.1889
mixed,8,4,0.5,4.0,2048,1024,2048,8192,5120,4127.036,5089.281,4293.021,0.1725
mixed,8,4,0.5,4.0,2048,2048,128,512,320,3751.639,3822.903,3743.222,-0.1181
mixed,8,4,0.5,4.0,2048,2048,256,1024,640,3828.149,3956.151,3848.152,0.1563
mixed,8,4,0.5,4.0,2048,2048,512,2048,1280,4006.261,4171.128,3997.883,-0.0508
mixed,8,4,0.5,4.0,2048,2048,1024,4096,2560,4284.12,4726.366,4343.197,0.1336
mixed,8,4,0.5,4.0,2048,2048,2048,8192,5120,5025.12,5943.3,5212.859,0.2045
mixed,8,4,0.5,4.0,2048,4096,128,512,320,5668.577,5734.949,5659.521,-0.1364
mixed,8,4,0.5,4.0,2048,4096,256,1024,640,5740.299,5868.582,5766.469,0.204
mixed,8,4,0.5,4.0,2048,4096,512,2048,1280,5930.725,6120.258,5920.196,-0.0556
mixed,8,4,0.5,4.0,2048,4096,1024,4096,2560,6235.845,6581.289,6235.621,-0.0006
mixed,8,4,0.5,4.0,2048,4096,2048,8192,5120,6844.844,7747.182,7051.241,0.2287
mixed,8,4,0.5,4.0,4096,0,128,512,320,5274.178,5332.609,5266.212,-0.1363
mixed,8,4,0.5,4.0,4096,0,256,1024,640,5337.057,5452.098,5359.203,0.1925
mixed,8,4,0.5,4.0,4096,0,512,2048,1280,5516.772,5709.317,5517.633,0.0045
mixed,8,4,0.5,4.0,4096,0,1024,4096,2560,5823.459,6265.895,5879.142,0.1259
mixed,8,4,0.5,4.0,4096,0,2048,8192,5120,6579.88,7487.244,6766.792,0.206
mixed,8,4,0.5,4.0,4096,512,128,512,320,6249.608,6313.319,6237.286,-0.1934
mixed,8,4,0.5,4.0,4096,512,256,1024,640,6314.534,6427.466,6334.536,0.1771
mixed,8,4,0.5,4.0,4096,512,512,2048,1280,6485.927,6680.872,6489.768,0.0197
mixed,8,4,0.5,4.0,4096,512,1024,4096,2560,6801.963,7208.91,6819.209,0.0424
mixed,8,4,0.5,4.0,4096,512,2048,8192,5120,7516.11,8425.014,7701.104,0.2035
mixed,8,4,0.5,4.0,4096,1024,128,512,320,7203.729,7261.135,7192.43,-0.1968
mixed,8,4,0.5,4.0,4096,1024,256,1024,640,7262.06,7375.665,7285.839,0.2093
mixed,8,4,0.5,4.0,4096,1024,512,2048,1280,7439.534,7632.595,7446.896,0.0381
mixed,8,4,0.5,4.0,4096,1024,1024,4096,2560,7758.097,8138.995,7746.286,-0.031
mixed,8,4,0.5,4.0,4096,1024,2048,8192,5120,8435.184,9350.36,8620.95,0.203
mixed,8,4,0.5,4.0,4096,2048,128,512,320,9112.634,9177.916,9103.929,-0.1333
mixed,8,4,0.5,4.0,4096,2048,256,1024,640,9177.723,9286.809,9200.311,0.2071
mixed,8,4,0.5,4.0,4096,2048,512,2048,1280,9346.046,9536.697,9349.757,0.0195
mixed,8,4,0.5,4.0,4096,2048,1024,4096,2560,9656.191,10019.999,9661.944,0.0158
mixed,8,4,0.5,4.0,4096,2048,2048,8192,5120,10292.994,11184.553,10475.905,0.2052
mixed,8,4,0.5,4.0,4096,4096,128,512,320,12929.11,12984.012,12911.762,-0.316
mixed,8,4,0.5,4.0,4096,4096,256,1024,640,12995.281,13108.146,13005.387,0.0895
mixed,8,4,0.5,4.0,4096,4096,512,2048,1280,13166.642,13364.373,13172.368,0.029
mixed,8,4,0.5,4.0,4096,4096,1024,4096,2560,13488.951,13829.399,13477.464,-0.0337
mixed,8,4,0.5,4.0,4096,4096,2048,8192,5120,14083.384,14889.597,14158.007,0.0926
mixed,8,4,0.5,4.0,8192,0,128,512,320,17791.823,17852.53,17786.42,-0.089
mixed,8,4,0.5,4.0,8192,0,256,1024,640,17860.659,17964.049,17872.692,0.1164
mixed,8,4,0.5,4.0,8192,0,512,2048,1280,18022.513,18206.452,18021.293,-0.0066
mixed,8,4,0.5,4.0,8192,0,1024,4096,2560,18335.989,18678.772,18326.743,-0.027
mixed,8,4,0.5,4.0,8192,0,2048,8192,5120,18908.857,19809.083,19045.144,0.1514
mixed,8,4,0.5,4.0,8192,512,128,512,320,19676.41,19745.656,19671.707,-0.0679
mixed,8,4,0.5,4.0,8192,512,256,1024,640,19746.232,19855.134,19770.273,0.2208
mixed,8,4,0.5,4.0,8192,512,512,2048,1280,19912.427,20096.532,19915.299,0.0156
mixed,8,4,0.5,4.0,8192,512,1024,4096,2560,20212.162,20568.544,20211.875,-0.0008
mixed,8,4,0.5,4.0,8192,512,2048,8192,5120,20789.25,21672.364,20896.193,0.1211
mixed,8,4,0.5,4.0,8192,1024,128,512,320,21541.896,21607.211,21544.518,0.0401
mixed,8,4,0.5,4.0,8192,1024,256,1024,640,21606.123,21727.021,21637.551,0.26
mixed,8,4,0.5,4.0,8192,1024,512,2048,1280,21784.173,21956.782,21785.036,0.005
mixed,8,4,0.5,4.0,8192,1024,1024,4096,2560,22071.088,22429.167,22083.217,0.0339
mixed,8,4,0.5,4.0,8192,1024,2048,8192,5120,22662.678,23509.785,22731.862,0.0817
mixed,8,4,0.5,4.0,8192,2048,128,512,320,25304.392,25371.851,25293.061,-0.168
mixed,8,4,0.5,4.0,8192,2048,256,1024,640,25374.178,25493.473,25399.78,0.2146
mixed,8,4,0.5,4.0,8192,2048,512,2048,1280,25543.144,25719.276,25548.012,0.0276
mixed,8,4,0.5,4.0,8192,2048,1024,4096,2560,25833.288,26195.527,25836.257,0.0082
mixed,8,4,0.5,4.0,8192,2048,2048,8192,5120,26440.722,27204.279,26433.357,-0.0096
mixed,8,4,0.5,4.0,8192,4096,128,512,320,32845.406,32901.499,32836.02,-0.1673
mixed,8,4,0.5,4.0,8192,4096,256,1024,640,32914.608,33026.525,32927.509,0.1153
mixed,8,4,0.5,4.0,8192,4096,512,2048,1280,33091.486,33255.347,33077.239,-0.0869
mixed,8,4,0.5,4.0,8192,4096,1024,4096,2560,33372.195,33749.217,33391.234,0.0505
mixed,8,4,0.5,4.0,8192,4096,2048,8192,5120,34007.139,34688.263,33999.552,-0.0111
pure,8,6,0.75,4.0,0,0,128,512,416,122.274,149.184,131.46,0.3414
pure,8,6,0.75,4.0,0,0,256,1024,832,162.658,195.425,182.465,0.6045
pure,8,6,0.75,4.0,0,0,512,2048,1664,252.417,296.545,255.652,0.0733
pure,8,6,0.75,4.0,0,0,1024,4096,3328,424.867,514.02,415.618,-0.1037
pure,8,6,0.75,4.0,0,0,2048,8192,6656,765.988,912.935,752.003,-0.0952
mixed,8,6,0.75,4.0,16,0,128,512,416,232.352,325.473,273.699,0.444
mixed,8,6,0.75,4.0,16,0,256,1024,832,409.954,482.179,396.099,-0.1918
mixed,8,6,0.75,4.0,16,0,512,2048,1664,640.133,784.196,632.995,-0.0495
mixed,8,6,0.75,4.0,16,0,1024,4096,3328,1157.96,1380.616,1070.311,-0.3937
mixed,8,6,0.75,4.0,16,0,2048,8192,6656,2121.359,2565.871,1963.95,-0.3541
mixed,8,6,0.75,4.0,16,512,128,512,416,259.651,333.411,281.73,0.2993
mixed,8,6,0.75,4.0,16,512,256,1024,832,402.467,473.987,415.779,0.1861
mixed,8,6,0.75,4.0,16,512,512,2048,1664,625.764,774.597,661.51,0.2402
mixed,8,6,0.75,4.0,16,512,1024,4096,3328,1156.327,1378.441,1129.032,-0.1229
mixed,8,6,0.75,4.0,16,512,2048,8192,6656,2130.798,2581.745,2060.846,-0.1551
mixed,8,6,0.75,4.0,16,1024,128,512,416,297.057,370.884,331.904,0.472
mixed,8,6,0.75,4.0,16,1024,256,1024,832,433.188,487.46,450.785,0.3242
mixed,8,6,0.75,4.0,16,1024,512,2048,1664,627.908,772.038,674.567,0.3237
mixed,8,6,0.75,4.0,16,1024,1024,4096,3328,1150.246,1383.307,1164.967,0.0632
mixed,8,6,0.75,4.0,16,1024,2048,8192,6656,2132.27,2586.29,2087.564,-0.0985
mixed,8,6,0.75,4.0,16,2048,128,512,416,412.067,471.746,430.881,0.3153
mixed,8,6,0.75,4.0,16,2048,256,1024,832,507.555,558.788,536.58,0.5665
mixed,8,6,0.75,4.0,16,2048,512,2048,1664,676.485,788.069,715.236,0.3473
mixed,8,6,0.75,4.0,16,2048,1024,4096,3328,1150.601,1382.313,1161.83,0.0485
mixed,8,6,0.75,4.0,16,2048,2048,8192,6656,2129.709,2583.345,2131.885,0.0048
mixed,8,6,0.75,4.0,16,4096,128,512,416,562.789,652.58,578.499,0.175
mixed,8,6,0.75,4.0,16,4096,256,1024,832,736.134,803.942,694.66,-0.6116
mixed,8,6,0.75,4.0,16,4096,512,2048,1664,847.973,927.397,884.837,0.4641
mixed,8,6,0.75,4.0,16,4096,1024,4096,3328,1215.015,1383.018,1169.446,-0.2712
mixed,8,6,0.75,4.0,16,4096,2048,8192,6656,2130.609,2584.497,2187.855,0.1261
mixed,8,6,0.75,4.0,32,0,128,512,416,234.209,327.587,275.681,0.4441
mixed,8,6,0.75,4.0,32,0,256,1024,832,413.123,483.715,398.307,-0.2099
mixed,8,6,0.75,4.0,32,0,512,2048,1664,641.892,786.406,637.603,-0.0297
mixed,8,6,0.75,4.0,32,0,1024,4096,3328,1156.68,1382.537,1073.415,-0.3687
mixed,8,6,0.75,4.0,32,0,2048,8192,6656,2121.551,2566.771,1961.456,-0.3596
mixed,8,6,0.75,4.0,32,512,128,512,416,260.577,335.203,284.833,0.325
mixed,8,6,0.75,4.0,32,512,256,1024,832,404.035,475.94,417.954,0.1936
mixed,8,6,0.75,4.0,32,512,512,2048,1664,627.204,777.221,663.46,0.2417
mixed,8,6,0.75,4.0,32,512,1024,4096,3328,1157.446,1380.392,1130.248,-0.122
mixed,8,6,0.75,4.0,32,512,2048,8192,6656,2133.325,2578.546,2066.927,-0.1491
mixed,8,6,0.75,4.0,32,1024,128,512,416,299.267,371.232,333.12,0.4704
mixed,8,6,0.75,4.0,32,1024,256,1024,832,435.171,491.332,454.563,0.3453
mixed,8,6,0.75,4.0,32,1024,512,2048,1664,629.699,774.117,679.012,0.3415
mixed,8,6,0.75,4.0,32,1024,1024,4096,3328,1153.031,1386.665,1167.176,0.0605
mixed,8,6,0.75,4.0,32,1024,2048,8192,6656,2134.031,2585.713,2094.091,-0.0884
mixed,8,6,0.75,4.0,32,2048,128,512,416,413.923,471.683,433.859,0.3452
mixed,8,6,0.75,4.0,32,2048,256,1024,832,509.668,561.571,538.18,0.5493
mixed,8,6,0.75,4.0,32,2048,512,2048,1664,680.262,788.612,715.268,0.3231
mixed,8,6,0.75,4.0,32,2048,1024,4096,3328,1154.792,1385.129,1165.257,0.0454
mixed,8,6,0.75,4.0,32,2048,2048,8192,6656,2131.757,2586.992,2140.845,0.02
mixed,8,6,0.75,4.0,32,4096,128,512,416,564.355,656.803,581.188,0.1821
mixed,8,6,0.75,4.0,32,4096,256,1024,832,735.621,808.837,697.189,-0.5249
mixed,8,6,0.75,4.0,32,4096,512,2048,1664,849.317,930.118,891.591,0.5232
mixed,8,6,0.75,4.0,32,4096,1024,4096,3328,1215.11,1384.457,1173.992,-0.2428
mixed,8,6,0.75,4.0,32,4096,2048,8192,6656,2134.51,2584.019,2184.848,0.112
mixed,8,6,0.75,4.0,64,0,128,512,416,236.226,330.147,276.033,0.4238
mixed,8,6,0.75,4.0,64,0,256,1024,832,415.427,486.978,399.171,-0.2272
mixed,8,6,0.75,4.0,64,0,512,2048,1664,642.597,788.134,643.779,0.0081
mixed,8,6,0.75,4.0,64,0,1024,4096,3328,1158.825,1384.779,1074.566,-0.3729
mixed,8,6,0.75,4.0,64,0,2048,8192,6656,2123.02,2576.338,1969.867,-0.3378
mixed,8,6,0.75,4.0,64,512,128,512,416,265.281,336.61,286.626,0.2992
mixed,8,6,0.75,4.0,64,512,256,1024,832,405.344,479.812,419.938,0.196
mixed,8,6,0.75,4.0,64,512,512,2048,1664,629.827,777.158,666.245,0.2472
mixed,8,6,0.75,4.0,64,512,1024,4096,3328,1161.382,1380.2,1133.609,-0.1269
mixed,8,6,0.75,4.0,64,512,2048,8192,6656,2134.16,2584.369,2075.117,-0.1311
mixed,8,6,0.75,4.0,64,1024,128,512,416,301.283,373.539,337.539,0.5018
mixed,8,6,0.75,4.0,64,1024,256,1024,832,436.802,493.571,457.763,0.3692
mixed,8,6,0.75,4.0,64,1024,512,2048,1664,633.796,777.444,682.116,0.3364
mixed,8,6,0.75,4.0,64,1024,1024,4096,3328,1157.445,1386.696,1170.214,0.0557
mixed,8,6,0.75,4.0,64,1024,2048,8192,6656,2144.174,2590.898,2095.245,-0.1095
mixed,8,6,0.75,4.0,64,2048,128,512,416,418.048,473.701,438.435,0.3663
mixed,8,6,0.75,4.0,64,2048,256,1024,832,513.957,565.123,541.347,0.5353
mixed,8,6,0.75,4.0,64,2048,512,2048,1664,684.386,793.829,716.739,0.2956
mixed,8,6,0.75,4.0,64,2048,1024,4096,3328,1155.014,1387.944,1167.814,0.055
mixed,8,6,0.75,4.0,64,2048,2048,8192,6656,2138.412,2588.941,2148.591,0.0226
mixed,8,6,0.75,4.0,64,4096,128,512,416,568.131,656.804,587.107,0.214
mixed,8,6,0.75,4.0,64,4096,256,1024,832,742.084,810.372,700.931,-0.6026
mixed,8,6,0.75,4.0,64,4096,512,2048,1664,854.596,933.445,893.508,0.4935
mixed,8,6,0.75,4.0,64,4096,1024,4096,3328,1221.001,1384.553,1175.08,-0.2808
mixed,8,6,0.75,4.0,64,4096,2048,8192,6656,2135.789,2583.058,2190.67,0.1227
mixed,8,6,0.75,4.0,128,0,128,512,416,240.321,330.114,284.513,0.4922
mixed,8,6,0.75,4.0,128,0,256,1024,832,413.986,484.291,416.034,0.0291
mixed,8,6,0.75,4.0,128,0,512,2048,1664,645.474,783.494,658.5,0.0944
mixed,8,6,0.75,4.0,128,0,1024,4096,3328,1159.431,1386.983,1105.542,-0.2368
mixed,8,6,0.75,4.0,128,0,2048,8192,6656,2131.535,2582.897,1986.445,-0.3214
mixed,8,6,0.75,4.0,128,512,128,512,416,295.459,343.457,332.739,0.7767
mixed,8,6,0.75,4.0,128,512,256,1024,832,412.738,482.595,460.292,0.6807
mixed,8,6,0.75,4.0,128,512,512,2048,1664,631.268,774.438,676.389,0.3152
mixed,8,6,0.75,4.0,128,512,1024,4096,3328,1153.256,1382.569,1143.784,-0.0413
mixed,8,6,0.75,4.0,128,512,2048,8192,6656,2133.484,2585.553,2159.79,0.0582
mixed,8,6,0.75,4.0,128,1024,128,512,416,353.891,413.38,384.802,0.5196
mixed,8,6,0.75,4.0,128,1024,256,1024,832,455.267,497.826,477.155,0.5143
mixed,8,6,0.75,4.0,128,1024,512,2048,1664,637.605,779.749,733.413,0.674
mixed,8,6,0.75,4.0,128,1024,1024,4096,3328,1147.848,1381.065,1167.367,0.0837
mixed,8,6,0.75,4.0,128,1024,2048,8192,6656,2140.685,2586.577,2131.247,-0.0212
mixed,8,6,0.75,4.0,128,2048,128,512,416,471.332,544.163,492.708,0.2935
mixed,8,6,0.75,4.0,128,2048,256,1024,832,597.988,639.812,598.372,0.0092
mixed,8,6,0.75,4.0,128,2048,512,2048,1664,718.725,792.165,775.492,0.773
mixed,8,6,0.75,4.0,128,2048,1024,4096,3328,1152.454,1384.008,1257.289,0.4527
mixed,8,6,0.75,4.0,128,2048,2048,8192,6656,2136.847,2583.761,2144.557,0.0173
mixed,8,6,0.75,4.0,128,4096,128,512,416,687.173,770.15,709.125,0.2646
mixed,8,6,0.75,4.0,128,4096,256,1024,832,825.059,919.3,808.645,-0.1742
mixed,8,6,0.75,4.0,128,4096,512,2048,1664,996.199,1086.12,998.887,0.0299
mixed,8,6,0.75,4.0,128,4096,1024,4096,3328,1267.817,1386.024,1377.834,0.9307
mixed,8,6,0.75,4.0,128,4096,2048,8192,6656,2129.679,2583.085,2307.535,0.3923
mixed,8,6,0.75,4.0,256,0,128,512,416,285.155,368.417,329.188,0.5288
mixed,8,6,0.75,4.0,256,0,256,1024,832,441.57,510.723,456.644,0.218
mixed,8,6,0.75,4.0,256,0,512,2048,1664,654.821,799.429,687.845,0.2284
mixed,8,6,0.75,4.0,256,0,1024,4096,3328,1172.518,1397.033,1163.912,-0.0383
mixed,8,6,0.75,4.0,256,0,2048,8192,6656,2146.446,2593.745,2078.093,-0.1528
mixed,8,6,0.75,4.0,256,512,128,512,416,369.282,426.275,406.082,0.6457
mixed,8,6,0.75,4.0,256,512,256,1024,832,503.523,582.852,529.476,0.3272
mixed,8,6,0.75,4.0,256,512,512,2048,1664,729.156,867.75,772.39,0.3119
mixed,8,6,0.75,4.0,256,512,1024,4096,3328,1243.208,1485.291,1242.888,-0.0013
mixed,8,6,0.75,4.0,256,512,2048,8192,6656,2237.807,2694.865,2303.342,0.1434
mixed,8,6,0.75,4.0,256,1024,128,512,416,466.853,523.204,481.38,0.2578
mixed,8,6,0.75,4.0,256,1024,256,1024,832,570.885,615.46,595.043,0.542
mixed,8,6,0.75,4.0,256,1024,512,2048,1664,778.086,916.836,825.924,0.3448
mixed,8,6,0.75,4.0,256,1024,1024,4096,3328,1285.547,1525.608,1297.225,0.0486
mixed,8,6,0.75,4.0,256,1024,2048,8192,6656,2297.069,2766.223,2358.862,0.1317
mixed,8,6,0.75,4.0,256,2048,128,512,416,621.093,679.331,644.165,0.3962
mixed,8,6,0.75,4.0,256,2048,256,1024,832,781.061,797.765,750.276,-1.843
mixed,8,6,0.75,4.0,256,2048,512,2048,1664,904.293,986.212,963.206,0.7192
mixed,8,6,0.75,4.0,256,2048,1024,4096,3328,1373.578,1600.971,1417.833,0.1946
mixed,8,6,0.75,4.0,256,2048,2048,8192,6656,2364.944,2820.082,2337.486,-0.0603
mixed,8,6,0.75,4.0,256,4096,128,512,416,918.244,1008.358,952.869,0.3842
mixed,8,6,0.75,4.0,256,4096,256,1024,832,1083.943,1156.742,1082.822,-0.0154
mixed,8,6,0.75,4.0,256,4096,512,2048,1664,1289.769,1376.648,1263.111,-0.3068
mixed,8,6,0.75,4.0,256,4096,1024,4096,3328,1599.433,1726.153,1711.817,0.8869
mixed,8,6,0.75,4.0,256,4096,2048,8192,6656,2515.726,2957.906,2646.543,0.2958
mixed,8,6,0.75,4.0,512,0,128,512,416,400.067,480.003,444.194,0.552
mixed,8,6,0.75,4.0,512,0,256,1024,832,555.621,622.533,576.645,0.3142
