run_id,status,batch_size,sample_ids,input_lens,output_lens,max_input_len,max_output_len,max_n_generated,batch_ttft_ms,batch_e2e_ms,error
0,OK,16,"[4003, 6171, 9237, 8023, 8, 3781, 3819, 1627, 4109, 9009, 7641, 9766, 9680, 957, 593, 688]","[2619, 473, 3, 11, 42, 22, 52, 391, 26, 11, 24, 19, 8, 41, 1025, 55]","[300, 72, 87, 138, 27, 285, 154, 439, 171, 44, 332, 165, 236, 611, 152, 529]",2619,611,611,,6979.902,
1,OK,16,"[9710, 9343, 5863, 4897, 9075, 251, 5671, 6681, 1452, 4762, 6446, 2706, 8328, 6759, 9435, 9584]","[39, 14, 7, 3389, 221, 1300, 18, 13, 229, 138, 9, 7, 18, 1853, 19, 25]","[768, 139, 334, 107, 767, 277, 648, 250, 115, 224, 104, 47, 104, 306, 227, 226]",3389,768,768,,8883.976,
2,OK,16,"[464, 2840, 7847, 5796, 8404, 8505, 8566, 9965, 5910, 1003, 5031, 9264, 78, 1245, 5405, 7389]","[79, 42, 13, 570, 47, 136, 4, 20, 10, 1784, 18, 13, 72, 11, 22, 381]","[451, 257, 19, 184, 164, 125, 245, 126, 320, 150, 237, 198, 373, 390, 191, 278]",1784,451,451,,5119.852,
3,OK,16,"[9070, 7808, 9858, 256, 787, 3072, 4360, 4464, 1592, 2279, 9148, 817, 2824, 1252, 2402, 2138]","[26, 28, 21, 10, 18, 10, 12, 403, 12, 20, 12, 32, 8, 17, 11, 6]","[371, 355, 392, 225, 366, 227, 306, 102, 247, 511, 132, 285, 164, 439, 27, 522]",403,522,522,,5764.65,
4,OK,16,"[603, 9216, 8275, 743, 829, 3997, 1209, 423, 5585, 3713, 846, 5715, 6439, 9133, 5555, 909]","[9, 25, 13, 1376, 1024, 57, 29, 33, 18, 28, 5, 53, 219, 8, 17, 9]","[41, 523, 218, 200, 85, 319, 201, 372, 157, 65, 305, 533, 321, 397, 300, 161]",1376,533,533,,6026.688,
5,OK,16,"[3071, 6133, 9258, 4021, 6806, 5401, 726, 9769, 4310, 307, 1300, 8318, 2212, 6705, 7407, 1539]","[27, 58, 926, 30, 63, 165, 89, 2677, 179, 705, 49, 16, 64, 15, 153, 23]","[386, 631, 356, 292, 589, 362, 265, 134, 725, 332, 660, 413, 767, 363, 185, 50]",2677,767,767,,8911.293,
6,OK,16,"[9030, 359, 5118, 376, 5676, 1602, 8969, 58, 5961, 7839, 7431, 2240, 1424, 2015, 1348, 3739]","[12, 46, 20, 10, 17, 18, 61, 7, 9, 40, 14, 45, 14, 1386, 1500, 307]","[471, 77, 352, 376, 632, 296, 70, 184, 297, 35, 561, 69, 296, 452, 382, 235]",1500,632,632,,7241.801,
7,OK,16,"[916, 874, 9049, 6812, 4879, 2268, 3226, 4029, 7649, 730, 762, 7892, 9036, 9937, 3505, 962]","[25, 57, 141, 74, 178, 17, 57, 2, 395, 31, 31, 11, 15, 1662, 28, 4]","[144, 10, 289, 612, 443, 176, 96, 26, 269, 141, 369, 294, 207, 68, 136, 202]",1662,612,612,,6772.9,
8,OK,16,"[7347, 3145, 7825, 9803, 895, 4795, 4614, 9573, 9262, 6005, 1925, 4033, 5964, 1124, 2206, 2336]","[14, 8, 272, 8, 17, 650, 41, 4, 419, 8, 16, 282, 6, 32, 71, 1]","[499, 632, 10, 312, 452, 344, 468, 767, 1, 15, 124, 49, 676, 572, 122, 9]",650,767,767,,8534.508,
9,OK,16,"[4405, 5453, 9959, 9140, 4424, 740, 8862, 2656, 2974, 2958, 525, 6647, 494, 3194, 519, 550]","[2, 76, 7, 32, 30, 200, 14, 11, 3, 27, 7, 50, 9, 23, 23, 1]","[27, 35, 104, 766, 387, 166, 236, 767, 525, 321, 287, 246, 75, 203, 411, 452]",200,767,767,,8423.463,
10,OK,16,"[4090, 658, 6362, 473, 3564, 6252, 4287, 3317, 4717, 1971, 3524, 8630, 1719, 7331, 4500, 5423]","[137, 14, 18, 42, 13, 1148, 14, 3, 72, 36, 12, 20, 4, 1243, 11, 5]","[299, 336, 295, 3, 279, 33, 731, 549, 767, 22, 210, 518, 544, 158, 480, 123]",1243,767,767,,8592.433,
11,OK,16,"[4808, 8553, 4628, 42, 6742, 16, 2259, 7758, 3008, 8092, 2749, 8184, 6401, 8386, 4578, 960]","[10, 50, 25, 10, 17, 20, 1, 10, 41, 18, 10, 9, 24, 38, 45, 371]","[176, 201, 12, 595, 93, 111, 9, 243, 340, 415, 669, 522, 512, 139, 260, 290]",371,669,669,,7372.609,
12,OK,16,"[7097, 5268, 779, 2351, 1861, 7904, 3626, 6066, 3382, 2881, 7951, 2434, 9098, 6641, 4609, 5576]","[11, 8, 6, 19, 34, 65, 46, 9, 5, 85, 19, 9, 37, 23, 6, 246]","[215, 209, 220, 357, 614, 295, 356, 270, 630, 543, 267, 179, 60, 767, 370, 11]",246,767,767,,8427.351,
13,OK,16,"[1489, 1421, 2772, 9196, 6797, 9804, 4260, 7425, 9880, 2666, 6622, 7055, 3189, 4016, 5151, 3303]","[13, 9, 32, 7, 8, 2, 17, 102, 27, 1, 8, 60, 37, 9, 71, 32]","[116, 423, 220, 306, 223, 217, 573, 517, 265, 164, 163, 11, 33, 8, 431, 224]",102,573,573,,6278.086,
14,OK,16,"[1912, 297, 4144, 3687, 6561, 1403, 1506, 1012, 1594, 6597, 7479, 9164, 134, 5011, 1318, 8838]","[6, 2, 12, 44, 1, 44, 929, 16, 128, 6, 7, 72, 1, 22, 6, 37]","[107, 457, 349, 765, 454, 137, 328, 237, 70, 205, 40, 53, 211, 491, 273, 463]",929,765,765,,8426.084,
15,OK,16,"[5152, 5937, 7339, 579, 1508, 4697, 153, 7502, 7759, 4657, 693, 258, 439, 8288, 6304, 5603]","[3, 50, 1, 37, 12, 3, 1, 43, 11, 24, 739, 351, 21, 17, 71, 105]","[113, 220, 9, 386, 189, 190, 49, 25, 359, 286, 8, 378, 398, 26, 353, 553]",739,553,553,,6102.155,
16,OK,16,"[4977, 8692, 7912, 6839, 9287, 2647, 9722, 804, 3326, 2663, 1112, 2347, 8199, 1029, 3982, 3213]","[8, 85, 10, 125, 292, 72, 1384, 13, 56, 6, 67, 9, 19, 441, 135, 7]","[407, 195, 303, 55, 171, 767, 1, 233, 35, 111, 678, 10, 357, 3, 305, 173]",1384,767,767,,8464.049,
17,OK,16,"[1384, 1110, 2906, 7137, 9794, 1118, 2627, 8355, 8324, 3655, 9173, 4760, 8330, 9372, 5484, 7739]","[23, 35, 50, 409, 2, 112, 19, 784, 8, 9, 9, 1, 11, 18, 28, 19]","[703, 32, 286, 212, 695, 435, 376, 633, 112, 315, 52, 442, 269, 433, 397, 326]",784,703,703,,7926.964,
18,OK,16,"[1805, 912, 3526, 8847, 4569, 2964, 1908, 1888, 1777, 3778, 1864, 6695, 1992, 884, 7089, 9227]","[2, 5, 9, 97, 66, 8, 7, 205, 18, 5, 9, 22, 34, 11, 5, 21]","[580, 88, 293, 115, 709, 501, 27, 46, 282, 126, 527, 176, 677, 90, 350, 670]",205,709,709,,7853.009,
